stat_name,home_value,away_value,category,tip_id,home_possession,home_advantage,away_possession,away_advantage,match_id
,,,possession,bar_2_8,Home Possession: 23.01%,Home Advantage: N/A,Away Possession: 76.99%,Away Advantage: 53.98%,torvsorl-10-18-2025
Total Team XG,2,3.1,xg,,,,,,torvsorl-10-18-2025
Shots,12,31,xg,,,,,,torvsorl-10-18-2025
Shots On Target,6,10,xg,,,,,,torvsorl-10-18-2025
Possession %,55.9,44.1,general,,,,,,clbvsrbny-10-18-2025
Shots,13,8,general,,,,,,clbvsrbny-10-18-2025
Shots on Goal,6,3,general,,,,,,clbvsrbny-10-18-2025
Blocked Shots,4,2,general,,,,,,clbvsrbny-10-18-2025
Total Passes,562,411,general,,,,,,clbvsrbny-10-18-2025
Passing Accuracy %,83.8,79.6,general,,,,,,clbvsrbny-10-18-2025
Corners,4,1,general,,,,,,clbvsrbny-10-18-2025
Total Crosses,6,3,general,,,,,,clbvsrbny-10-18-2025
Offsides,3,3,general,,,,,,clbvsrbny-10-18-2025
Aerial Duels Won,13,17,general,,,,,,clbvsrbny-10-18-2025
Expected Goals,1.9,0.7,general,,,,,,clbvsrbny-10-18-2025
Goalkeeper Saves,2,3,general,,,,,,clbvsrbny-10-18-2025
Clearances,5,9,general,,,,,,clbvsrbny-10-18-2025
Fouls,8,11,general,,,,,,clbvsrbny-10-18-2025
Yellow Cards,0,2,general,,,,,,clbvsrbny-10-18-2025
Red Cards,0,0,general,,,,,,clbvsrbny-10-18-2025
Overall %,83.8,79.6,general,,,,,,clbvsrbny-10-18-2025
Open Play Pass %,83.5,79.4,general,,,,,,clbvsrbny-10-18-2025
Set Piece Cross %,0,0,general,,,,,,clbvsrbny-10-18-2025
Open Play Cross %,16.7,33.3,general,,,,,,clbvsrbny-10-18-2025
Goals,3,1,general,,,,,,clbvsrbny-10-18-2025
On Target,6,3,general,,,,,,clbvsrbny-10-18-2025
Off Target,10,7,general,,,,,,clbvsrbny-10-18-2025
Blocked,4,2,general,,,,,,clbvsrbny-10-18-2025
Goals Conceded,1,3,general,,,,,,clbvsrbny-10-18-2025
Shots Against,13,8,general,,,,,,clbvsrbny-10-18-2025
Clean Sheets,0,0,general,,,,,,clbvsrbny-10-18-2025
XG Conceded,0.7,1.9,general,,,,,,clbvsrbny-10-18-2025
Interceptions,2,1,general,,,,,,clbvsrbny-10-18-2025
Goals,3,1,shooting,,,,,,clbvsrbny-10-18-2025
On Target,6,3,shooting,,,,,,clbvsrbny-10-18-2025
Off Target,3,2,shooting,,,,,,clbvsrbny-10-18-2025
Blocked,4,2,shooting,,,,,,clbvsrbny-10-18-2025
Overall %,83.8,79.6,passing,,,,,,clbvsrbny-10-18-2025
Open Play Pass %,83.5,79.4,passing,,,,,,clbvsrbny-10-18-2025
Set Piece Cross %,0,0,passing,,,,,,clbvsrbny-10-18-2025
Open Play Cross %,16.7,33.3,passing,,,,,,clbvsrbny-10-18-2025
,,,possession,bar_0,Home Possession: 55.98%,Home Advantage: 11.96%,Away Possession: 44.02%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_1,Home Possession: 47.77%,Home Advantage: N/A,Away Possession: 52.23%,Away Advantage: 4.46%,clbvsrbny-10-18-2025
,,,possession,bar_2,Home Possession: 56.6%,Home Advantage: 13.2%,Away Possession: 43.4%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_3,Home Possession: 43.07%,Home Advantage: N/A,Away Possession: 56.93%,Away Advantage: 13.86%,clbvsrbny-10-18-2025
,,,possession,bar_4,Home Possession: 68.93%,Home Advantage: 37.86%,Away Possession: 31.07%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_5,Home Possession: 41.07%,Home Advantage: N/A,Away Possession: 58.93%,Away Advantage: 17.86%,clbvsrbny-10-18-2025
,,,possession,bar_6,Home Possession: 54.61%,Home Advantage: 9.22%,Away Possession: 45.39%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_7,Home Possession: 60.88%,Home Advantage: 21.76%,Away Possession: 39.12%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_8,Home Possession: 54.2%,Home Advantage: 8.4%,Away Possession: 45.8%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_2_0,Home Possession: 56.91%,Home Advantage: 13.82%,Away Possession: 43.09%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_2_1,Home Possession: 46.09%,Home Advantage: N/A,Away Possession: 53.91%,Away Advantage: 7.82%,clbvsrbny-10-18-2025
,,,possession,bar_2_2,Home Possession: 74.7%,Home Advantage: 49.4%,Away Possession: 25.3%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_2_3,Home Possession: 63.22%,Home Advantage: 26.44%,Away Possession: 36.78%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_2_4,Home Possession: 29.63%,Home Advantage: N/A,Away Possession: 70.37%,Away Advantage: 40.74%,clbvsrbny-10-18-2025
,,,possession,bar_2_5,Home Possession: 82.89%,Home Advantage: 65.78%,Away Possession: 17.11%,Away Advantage: N/A,clbvsrbny-10-18-2025
,,,possession,bar_2_6,Home Possession: 45.43%,Home Advantage: N/A,Away Possession: 54.57%,Away Advantage: 9.14%,clbvsrbny-10-18-2025
,,,possession,bar_2_7,Home Possession: 28.31%,Home Advantage: N/A,Away Possession: 71.69%,Away Advantage: 43.38%,clbvsrbny-10-18-2025
,,,possession,bar_2_8,Home Possession: 78.03%,Home Advantage: 56.06%,Away Possession: 21.97%,Away Advantage: N/A,clbvsrbny-10-18-2025
Total Team XG,1.9,0.7,xg,,,,,,clbvsrbny-10-18-2025
Shots,13,8,xg,,,,,,clbvsrbny-10-18-2025
Shots On Target,6,3,xg,,,,,,clbvsrbny-10-18-2025
Possession %,59.2,40.8,general,,,,,,lavsmin-10-18-2025
Shots,11,13,general,,,,,,lavsmin-10-18-2025
Shots on Goal,8,4,general,,,,,,lavsmin-10-18-2025
Blocked Shots,2,2,general,,,,,,lavsmin-10-18-2025
Total Passes,601,404,general,,,,,,lavsmin-10-18-2025
Passing Accuracy %,87.3,83.9,general,,,,,,lavsmin-10-18-2025
Corners,7,6,general,,,,,,lavsmin-10-18-2025
Total Crosses,7,5,general,,,,,,lavsmin-10-18-2025
Offsides,0,0,general,,,,,,lavsmin-10-18-2025
Aerial Duels Won,10,10,general,,,,,,lavsmin-10-18-2025
Expected Goals,1.8,1,general,,,,,,lavsmin-10-18-2025
Goalkeeper Saves,3,5,general,,,,,,lavsmin-10-18-2025
Clearances,11,8,general,,,,,,lavsmin-10-18-2025
Fouls,14,12,general,,,,,,lavsmin-10-18-2025
Yellow Cards,1,2,general,,,,,,lavsmin-10-18-2025
Red Cards,1,0,general,,,,,,lavsmin-10-18-2025
Overall %,87.3,83.9,general,,,,,,lavsmin-10-18-2025
Open Play Pass %,87.2,84.6,general,,,,,,lavsmin-10-18-2025
Set Piece Cross %,0,40,general,,,,,,lavsmin-10-18-2025
Open Play Cross %,28.6,60,general,,,,,,lavsmin-10-18-2025
Goals,2,1,general,,,,,,lavsmin-10-18-2025
On Target,8,4,general,,,,,,lavsmin-10-18-2025
Off Target,9,12,general,,,,,,lavsmin-10-18-2025
Blocked,2,2,general,,,,,,lavsmin-10-18-2025
Goals Conceded,1,2,general,,,,,,lavsmin-10-18-2025
Shots Against,11,13,general,,,,,,lavsmin-10-18-2025
Clean Sheets,0,0,general,,,,,,lavsmin-10-18-2025
XG Conceded,1,1.8,general,,,,,,lavsmin-10-18-2025
Interceptions,1,2,general,,,,,,lavsmin-10-18-2025
Goals,2,1,shooting,,,,,,lavsmin-10-18-2025
On Target,8,4,shooting,,,,,,lavsmin-10-18-2025
Off Target,1,7,shooting,,,,,,lavsmin-10-18-2025
Blocked,2,2,shooting,,,,,,lavsmin-10-18-2025
Overall %,87.3,83.9,passing,,,,,,lavsmin-10-18-2025
Open Play Pass %,87.2,84.6,passing,,,,,,lavsmin-10-18-2025
Set Piece Cross %,0,40,passing,,,,,,lavsmin-10-18-2025
Open Play Cross %,28.6,60,passing,,,,,,lavsmin-10-18-2025
,,,possession,bar_0,Home Possession: 77.83%,Home Advantage: 55.66%,Away Possession: 22.17%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_1,Home Possession: 35.05%,Home Advantage: N/A,Away Possession: 64.95%,Away Advantage: 29.9%,lavsmin-10-18-2025
,,,possession,bar_2,Home Possession: 68.37%,Home Advantage: 36.74%,Away Possession: 31.63%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_3,Home Possession: 72.69%,Home Advantage: 45.38%,Away Possession: 27.31%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_4,Home Possession: 54.43%,Home Advantage: 8.86%,Away Possession: 45.57%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_5,Home Possession: 67.45%,Home Advantage: 34.9%,Away Possession: 32.55%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_6,Home Possession: 49.23%,Home Advantage: N/A,Away Possession: 50.77%,Away Advantage: 1.54%,lavsmin-10-18-2025
,,,possession,bar_7,Home Possession: 31.94%,Home Advantage: N/A,Away Possession: 68.06%,Away Advantage: 36.12%,lavsmin-10-18-2025
,,,possession,bar_8,Home Possession: 70.43%,Home Advantage: 40.86%,Away Possession: 29.57%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_2_0,Home Possession: 57.23%,Home Advantage: 14.46%,Away Possession: 42.77%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_2_1,Home Possession: 69.22%,Home Advantage: 38.44%,Away Possession: 30.78%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_2_2,Home Possession: 68.9%,Home Advantage: 37.8%,Away Possession: 31.1%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_2_3,Home Possession: 55.94%,Home Advantage: 11.88%,Away Possession: 44.06%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_2_4,Home Possession: 46.83%,Home Advantage: N/A,Away Possession: 53.17%,Away Advantage: 6.34%,lavsmin-10-18-2025
,,,possession,bar_2_5,Home Possession: 43.65%,Home Advantage: N/A,Away Possession: 56.35%,Away Advantage: 12.7%,lavsmin-10-18-2025
,,,possession,bar_2_6,Home Possession: 53.91%,Home Advantage: 7.82%,Away Possession: 46.09%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_2_7,Home Possession: 64.59%,Home Advantage: 29.18%,Away Possession: 35.41%,Away Advantage: N/A,lavsmin-10-18-2025
,,,possession,bar_2_8,Home Possession: 75.4%,Home Advantage: 50.8%,Away Possession: 24.6%,Away Advantage: N/A,lavsmin-10-18-2025
Total Team XG,1.8,1,xg,,,,,,lavsmin-10-18-2025
Shots,11,13,xg,,,,,,lavsmin-10-18-2025
Shots On Target,8,4,xg,,,,,,lavsmin-10-18-2025
Possession %,61.1,38.9,general,,,,,,sjvsatx-10-18-2025
Shots,26,4,general,,,,,,sjvsatx-10-18-2025
Shots on Goal,10,2,general,,,,,,sjvsatx-10-18-2025
Blocked Shots,9,0,general,,,,,,sjvsatx-10-18-2025
Total Passes,528,280,general,,,,,,sjvsatx-10-18-2025
Passing Accuracy %,86,78.6,general,,,,,,sjvsatx-10-18-2025
Corners,15,1,general,,,,,,sjvsatx-10-18-2025
Total Crosses,16,0,general,,,,,,sjvsatx-10-18-2025
Offsides,0,3,general,,,,,,sjvsatx-10-18-2025
Aerial Duels Won,16,26,general,,,,,,sjvsatx-10-18-2025
Expected Goals,3.3,0.3,general,,,,,,sjvsatx-10-18-2025
Goalkeeper Saves,1,8,general,,,,,,sjvsatx-10-18-2025
Clearances,1,7,general,,,,,,sjvsatx-10-18-2025
Fouls,9,12,general,,,,,,sjvsatx-10-18-2025
Yellow Cards,0,3,general,,,,,,sjvsatx-10-18-2025
Red Cards,0,0,general,,,,,,sjvsatx-10-18-2025
Overall %,86,78.6,general,,,,,,sjvsatx-10-18-2025
Open Play Pass %,85.8,80.5,general,,,,,,sjvsatx-10-18-2025
Set Piece Cross %,36.4,0,general,,,,,,sjvsatx-10-18-2025
Open Play Cross %,43.8,0,general,,,,,,sjvsatx-10-18-2025
Goals,2,1,general,,,,,,sjvsatx-10-18-2025
On Target,10,2,general,,,,,,sjvsatx-10-18-2025
Off Target,24,3,general,,,,,,sjvsatx-10-18-2025
Blocked,9,0,general,,,,,,sjvsatx-10-18-2025
Goals Conceded,1,2,general,,,,,,sjvsatx-10-18-2025
Shots Against,26,4,general,,,,,,sjvsatx-10-18-2025
Clean Sheets,0,0,general,,,,,,sjvsatx-10-18-2025
XG Conceded,0.3,3.3,general,,,,,,sjvsatx-10-18-2025
Interceptions,0,0,general,,,,,,sjvsatx-10-18-2025
Goals,2,1,shooting,,,,,,sjvsatx-10-18-2025
On Target,10,2,shooting,,,,,,sjvsatx-10-18-2025
Off Target,4,2,shooting,,,,,,sjvsatx-10-18-2025
Blocked,9,0,shooting,,,,,,sjvsatx-10-18-2025
Overall %,86,78.6,passing,,,,,,sjvsatx-10-18-2025
Open Play Pass %,85.8,80.5,passing,,,,,,sjvsatx-10-18-2025
Set Piece Cross %,36.4,0,passing,,,,,,sjvsatx-10-18-2025
Open Play Cross %,43.8,0,passing,,,,,,sjvsatx-10-18-2025
,,,possession,bar_0,Home Possession: 60.96%,Home Advantage: 21.92%,Away Possession: 39.04%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_1,Home Possession: 70.14%,Home Advantage: 40.28%,Away Possession: 29.86%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2,Home Possession: 42.1%,Home Advantage: N/A,Away Possession: 57.9%,Away Advantage: 15.8%,sjvsatx-10-18-2025
,,,possession,bar_3,Home Possession: 77.01%,Home Advantage: 54.02%,Away Possession: 22.99%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_4,Home Possession: 79.17%,Home Advantage: 58.34%,Away Possession: 20.83%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_5,Home Possession: 62.48%,Home Advantage: 24.96%,Away Possession: 37.52%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_6,Home Possession: 71.47%,Home Advantage: 42.94%,Away Possession: 28.53%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_7,Home Possession: 65.73%,Home Advantage: 31.46%,Away Possession: 34.27%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_8,Home Possession: 42.15%,Home Advantage: N/A,Away Possession: 57.85%,Away Advantage: 15.7%,sjvsatx-10-18-2025
,,,possession,bar_2_0,Home Possession: 81.33%,Home Advantage: 62.66%,Away Possession: 18.67%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2_1,Home Possession: 72.07%,Home Advantage: 44.14%,Away Possession: 27.93%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2_2,Home Possession: 27.55%,Home Advantage: N/A,Away Possession: 72.45%,Away Advantage: 44.9%,sjvsatx-10-18-2025
,,,possession,bar_2_3,Home Possession: 60.01%,Home Advantage: 20.02%,Away Possession: 39.99%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2_4,Home Possession: 50.1%,Home Advantage: 0.2%,Away Possession: 49.9%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2_5,Home Possession: 51.56%,Home Advantage: 3.12%,Away Possession: 48.44%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2_6,Home Possession: 67.45%,Home Advantage: 34.9%,Away Possession: 32.55%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2_7,Home Possession: 78.81%,Home Advantage: 57.62%,Away Possession: 21.19%,Away Advantage: N/A,sjvsatx-10-18-2025
,,,possession,bar_2_8,Home Possession: 57.69%,Home Advantage: 15.38%,Away Possession: 42.31%,Away Advantage: N/A,sjvsatx-10-18-2025
Total Team XG,3.3,0.3,xg,,,,,,sjvsatx-10-18-2025
Shots,26,4,xg,,,,,,sjvsatx-10-18-2025
Shots On Target,10,2,xg,,,,,,sjvsatx-10-18-2025
Possession %,34.3,65.8,general,,,,,,porvssd-10-18-2025
Shots,11,16,general,,,,,,porvssd-10-18-2025
Shots on Goal,2,6,general,,,,,,porvssd-10-18-2025
Blocked Shots,1,4,general,,,,,,porvssd-10-18-2025
Total Passes,321,804,general,,,,,,porvssd-10-18-2025
Passing Accuracy %,82.2,91.7,general,,,,,,porvssd-10-18-2025
Corners,3,5,general,,,,,,porvssd-10-18-2025
Total Crosses,8,7,general,,,,,,porvssd-10-18-2025
Offsides,4,3,general,,,,,,porvssd-10-18-2025
Aerial Duels Won,11,5,general,,,,,,porvssd-10-18-2025
Expected Goals,1,2.1,general,,,,,,porvssd-10-18-2025
Goalkeeper Saves,2,3,general,,,,,,porvssd-10-18-2025
Clearances,9,8,general,,,,,,porvssd-10-18-2025
Fouls,11,14,general,,,,,,porvssd-10-18-2025
Yellow Cards,2,2,general,,,,,,porvssd-10-18-2025
Red Cards,0,0,general,,,,,,porvssd-10-18-2025
Overall %,82.2,91.7,general,,,,,,porvssd-10-18-2025
Open Play Pass %,81.8,91.4,general,,,,,,porvssd-10-18-2025
Set Piece Cross %,0,0,general,,,,,,porvssd-10-18-2025
Open Play Cross %,25,57.1,general,,,,,,porvssd-10-18-2025
Goals,0,4,general,,,,,,porvssd-10-18-2025
On Target,2,6,general,,,,,,porvssd-10-18-2025
Off Target,11,12,general,,,,,,porvssd-10-18-2025
Blocked,1,4,general,,,,,,porvssd-10-18-2025
Goals Conceded,4,0,general,,,,,,porvssd-10-18-2025
Shots Against,11,16,general,,,,,,porvssd-10-18-2025
Clean Sheets,0,0,general,,,,,,porvssd-10-18-2025
XG Conceded,2.1,1,general,,,,,,porvssd-10-18-2025
Interceptions,1,2,general,,,,,,porvssd-10-18-2025
Goals,0,4,shooting,,,,,,porvssd-10-18-2025
On Target,2,6,shooting,,,,,,porvssd-10-18-2025
Off Target,7,4,shooting,,,,,,porvssd-10-18-2025
Blocked,1,4,shooting,,,,,,porvssd-10-18-2025
Overall %,82.2,91.7,passing,,,,,,porvssd-10-18-2025
Open Play Pass %,81.8,91.4,passing,,,,,,porvssd-10-18-2025
Set Piece Cross %,0,0,passing,,,,,,porvssd-10-18-2025
Open Play Cross %,25,57.1,passing,,,,,,porvssd-10-18-2025
,,,possession,bar_0,Home Possession: 21.44%,Home Advantage: N/A,Away Possession: 78.56%,Away Advantage: 57.12%,porvssd-10-18-2025
,,,possession,bar_1,Home Possession: 29.61%,Home Advantage: N/A,Away Possession: 70.39%,Away Advantage: 40.78%,porvssd-10-18-2025
,,,possession,bar_2,Home Possession: 39.52%,Home Advantage: N/A,Away Possession: 60.48%,Away Advantage: 20.96%,porvssd-10-18-2025
,,,possession,bar_3,Home Possession: 34.32%,Home Advantage: N/A,Away Possession: 65.68%,Away Advantage: 31.36%,porvssd-10-18-2025
,,,possession,bar_4,Home Possession: 38.64%,Home Advantage: N/A,Away Possession: 61.36%,Away Advantage: 22.72%,porvssd-10-18-2025
,,,possession,bar_5,Home Possession: 29.08%,Home Advantage: N/A,Away Possession: 70.92%,Away Advantage: 41.84%,porvssd-10-18-2025
,,,possession,bar_6,Home Possession: 29.06%,Home Advantage: N/A,Away Possession: 70.94%,Away Advantage: 41.88%,porvssd-10-18-2025
,,,possession,bar_7,Home Possession: 48.32%,Home Advantage: N/A,Away Possession: 51.68%,Away Advantage: 3.36%,porvssd-10-18-2025
,,,possession,bar_8,Home Possession: 20.55%,Home Advantage: N/A,Away Possession: 79.45%,Away Advantage: 58.9%,porvssd-10-18-2025
,,,possession,bar_2_0,Home Possession: 29.02%,Home Advantage: N/A,Away Possession: 70.98%,Away Advantage: 41.96%,porvssd-10-18-2025
,,,possession,bar_2_1,Home Possession: 4.28%,Home Advantage: N/A,Away Possession: 95.72%,Away Advantage: 91.44%,porvssd-10-18-2025
,,,possession,bar_2_2,Home Possession: 21.98%,Home Advantage: N/A,Away Possession: 78.02%,Away Advantage: 56.04%,porvssd-10-18-2025
,,,possession,bar_2_3,Home Possession: 53.03%,Home Advantage: 6.06%,Away Possession: 46.97%,Away Advantage: N/A,porvssd-10-18-2025
,,,possession,bar_2_4,Home Possession: 56.62%,Home Advantage: 13.24%,Away Possession: 43.38%,Away Advantage: N/A,porvssd-10-18-2025
,,,possession,bar_2_5,Home Possession: 53.46%,Home Advantage: 6.92%,Away Possession: 46.54%,Away Advantage: N/A,porvssd-10-18-2025
,,,possession,bar_2_6,Home Possession: 32.16%,Home Advantage: N/A,Away Possession: 67.84%,Away Advantage: 35.68%,porvssd-10-18-2025
,,,possession,bar_2_7,Home Possession: 56.8%,Home Advantage: 13.6%,Away Possession: 43.2%,Away Advantage: N/A,porvssd-10-18-2025
,,,possession,bar_2_8,Home Possession: 21.81%,Home Advantage: N/A,Away Possession: 78.19%,Away Advantage: 56.38%,porvssd-10-18-2025
Total Team XG,1,2.1,xg,,,,,,porvssd-10-18-2025
Shots,11,16,xg,,,,,,porvssd-10-18-2025
Shots On Target,2,6,xg,,,,,,porvssd-10-18-2025
Possession %,53.3,46.7,general,,,,,,stlvsrsl-10-18-2025
Shots,27,8,general,,,,,,stlvsrsl-10-18-2025
Shots on Goal,8,3,general,,,,,,stlvsrsl-10-18-2025
Blocked Shots,7,5,general,,,,,,stlvsrsl-10-18-2025
Total Passes,495,430,general,,,,,,stlvsrsl-10-18-2025
Passing Accuracy %,88.7,84.9,general,,,,,,stlvsrsl-10-18-2025
Corners,7,3,general,,,,,,stlvsrsl-10-18-2025
Total Crosses,15,4,general,,,,,,stlvsrsl-10-18-2025
Offsides,0,2,general,,,,,,stlvsrsl-10-18-2025
Aerial Duels Won,21,12,general,,,,,,stlvsrsl-10-18-2025
Expected Goals,3.6,0.8,general,,,,,,stlvsrsl-10-18-2025
Goalkeeper Saves,1,6,general,,,,,,stlvsrsl-10-18-2025
Clearances,3,11,general,,,,,,stlvsrsl-10-18-2025
Fouls,13,13,general,,,,,,stlvsrsl-10-18-2025
Yellow Cards,3,3,general,,,,,,stlvsrsl-10-18-2025
Red Cards,0,0,general,,,,,,stlvsrsl-10-18-2025
Overall %,88.7,84.9,general,,,,,,stlvsrsl-10-18-2025
Open Play Pass %,89,85.1,general,,,,,,stlvsrsl-10-18-2025
Set Piece Cross %,33.3,0,general,,,,,,stlvsrsl-10-18-2025
Open Play Cross %,53.3,0,general,,,,,,stlvsrsl-10-18-2025
Goals,2,2,general,,,,,,stlvsrsl-10-18-2025
On Target,8,3,general,,,,,,stlvsrsl-10-18-2025
Off Target,25,6,general,,,,,,stlvsrsl-10-18-2025
Blocked,7,5,general,,,,,,stlvsrsl-10-18-2025
Goals Conceded,2,2,general,,,,,,stlvsrsl-10-18-2025
Shots Against,27,8,general,,,,,,stlvsrsl-10-18-2025
Clean Sheets,0,0,general,,,,,,stlvsrsl-10-18-2025
XG Conceded,0.8,3.6,general,,,,,,stlvsrsl-10-18-2025
Interceptions,0,1,general,,,,,,stlvsrsl-10-18-2025
Goals,2,2,shooting,,,,,,stlvsrsl-10-18-2025
On Target,8,3,shooting,,,,,,stlvsrsl-10-18-2025
Off Target,9,0,shooting,,,,,,stlvsrsl-10-18-2025
Blocked,7,5,shooting,,,,,,stlvsrsl-10-18-2025
Overall %,88.7,84.9,passing,,,,,,stlvsrsl-10-18-2025
Open Play Pass %,89,85.1,passing,,,,,,stlvsrsl-10-18-2025
Set Piece Cross %,33.3,0,passing,,,,,,stlvsrsl-10-18-2025
Open Play Cross %,53.3,0,passing,,,,,,stlvsrsl-10-18-2025
,,,possession,bar_0,Home Possession: 57.29%,Home Advantage: 14.58%,Away Possession: 42.71%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_1,Home Possession: 35.75%,Home Advantage: N/A,Away Possession: 64.25%,Away Advantage: 28.5%,stlvsrsl-10-18-2025
,,,possession,bar_2,Home Possession: 47.77%,Home Advantage: N/A,Away Possession: 52.23%,Away Advantage: 4.46%,stlvsrsl-10-18-2025
,,,possession,bar_3,Home Possession: 60.06%,Home Advantage: 20.12%,Away Possession: 39.94%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_4,Home Possession: 29.89%,Home Advantage: N/A,Away Possession: 70.11%,Away Advantage: 40.22%,stlvsrsl-10-18-2025
,,,possession,bar_5,Home Possession: 38.66%,Home Advantage: N/A,Away Possession: 61.34%,Away Advantage: 22.68%,stlvsrsl-10-18-2025
,,,possession,bar_6,Home Possession: 46.9%,Home Advantage: N/A,Away Possession: 53.1%,Away Advantage: 6.2%,stlvsrsl-10-18-2025
,,,possession,bar_7,Home Possession: 75.87%,Home Advantage: 51.74%,Away Possession: 24.13%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_8,Home Possession: 37.16%,Home Advantage: N/A,Away Possession: 62.84%,Away Advantage: 25.68%,stlvsrsl-10-18-2025
,,,possession,bar_2_0,Home Possession: 73.97%,Home Advantage: 47.94%,Away Possession: 26.03%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_2_1,Home Possession: 36.96%,Home Advantage: N/A,Away Possession: 63.04%,Away Advantage: 26.08%,stlvsrsl-10-18-2025
,,,possession,bar_2_2,Home Possession: 61.56%,Home Advantage: 23.12%,Away Possession: 38.44%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_2_3,Home Possession: 74.48%,Home Advantage: 48.96%,Away Possession: 25.52%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_2_4,Home Possession: 61.34%,Home Advantage: 22.68%,Away Possession: 38.66%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_2_5,Home Possession: 54.57%,Home Advantage: 9.14%,Away Possession: 45.43%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_2_6,Home Possession: 32.74%,Home Advantage: N/A,Away Possession: 67.26%,Away Advantage: 34.52%,stlvsrsl-10-18-2025
,,,possession,bar_2_7,Home Possession: 64.48%,Home Advantage: 28.96%,Away Possession: 35.52%,Away Advantage: N/A,stlvsrsl-10-18-2025
,,,possession,bar_2_8,Home Possession: 63.29%,Home Advantage: 26.58%,Away Possession: 36.71%,Away Advantage: N/A,stlvsrsl-10-18-2025
